鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中山區,房地(土地+建物),臺北市中山區市民大道三段１６７號七樓之３,12.04,住,,,1110215,土地1建物1車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970125,63.550000000000004,1,0,1,有,有,16260000,255862,,0.0,0,,RPORMLMLKHHGFCA27EA,40.93,2.59,1.86,有,
大安區,房地(土地+建物),臺北市大安區忠孝東路四段２２３巷４９弄７號七樓,10.25,住,,,1110303,土地2建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0690502,64.98,2,2,1,有,無,19680000,302862,,0.0,0,陽台外推；,RPVNMLLLLHHGFFA77DA,56.43,4.34,3.59,有,174
中正區,房地(土地+建物),臺北市中正區漢口街一段８０巷６弄１號二樓之２,8.99,商,,,1110305,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,0800131,38.85,1,1,1,有,無,6650000,171171,,0.0,0,,RPOOMLPLLHHGFBA27EA,33.84,0.0,0.0,無,
士林區,房地(土地+建物)+車位,臺北市士林區中山北路五段５０６號五樓,79.75,商,,,1110304,土地1建物1車位3,五層,十二層,住宅大樓(11層含以上有電梯),辦公用,鋼骨造,1040518,566.9300000000001,0,0,0,無,有,161940000,317647,坡道平面,88.59,10000000,,RPUNMLPLLHHGFEA97DA,240.14,3.23,30.24,有,
大安區,房地(土地+建物),臺北市大安區敦化南路一段１９０巷２４號六樓,45.38,商,,,1101118,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0571217,203.72,4,2,2,有,無,55500000,272433,,0.0,0,其他增建；,RPVNMLRKKHHGFFA18DA,187.97,15.75,0.0,有,
北投區,房地(土地+建物)+車位,臺北市北投區光明路６８號四樓之６,12.11,商,,,1110215,土地1建物1車位1,四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961116,162.51,3,2,2,有,有,28000000,215036,坡道平面,41.6,2000000,,RPTNMLMLLHHGFEA57DA,71.82,3.0,4.54,有,175
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷９號十六樓,19.85,住,,,1071116,土地1建物1車位1,十六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,138.31,2,1,1,有,有,18470000,170356,坡道平面,41.63,2000000,本案係預售屋110年11月18日換約金額不變,RPQPMLLKLHHGFEA27DA,53.32,1.77,8.03,有,
士林區,房地(土地+建物),臺北市士林區天母北路８７巷２弄３號二樓,36.71,住,,,1110212,土地5建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680502,126.87,3,2,2,有,無,20350000,160400,,0.0,0,陽台外推；其他增建；,RPUPMLQKLHHGFEA18DA,106.9,0.0,10.66,無,
北投區,房地(土地+建物)+車位,臺北市北投區中央北路四段５４１巷７號二樓,25.34,住,,,1071001,土地1建物1車位1,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,168.26,2,2,2,有,有,21200000,153202,坡道平面,41.63,1800000,本案係預售屋,RPPNMLMJLHHGFEA96DA,69.82,6.41,6.42,有,
北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷９號十五樓,17.76,住,,,1071230,土地1建物1車位0,十五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,96.68,2,1,1,有,有,16390000,169528,,0.0,0,本案係預售屋,RPOTMLLLKHHGFEA47DA,53.32,1.77,8.03,有,
北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷５號二樓,19.59,住,,,1070603,土地1建物1車位0,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,107.22999999999999,2,1,2,有,有,15520000,144736,,0.0,0,本案係預售屋,RPXOMLLLKHHGFEA87DA,56.29,5.18,8.52,有,
北投區,房地(土地+建物),臺北市北投區中央北路四段５４１巷９號八樓,17.76,住,,,1070608,土地1建物1車位0,八層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101216,96.68,1,1,1,有,有,14880000,153910,,0.0,0,本案係預售屋,RPSSMLLLKHHGFEA77DA,53.32,1.77,8.03,有,
北投區,房地(土地+建物),臺北市北投區大度路三段３０１巷１２８弄７之３號二樓,41.1,住,,,1110302,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0770827,110.47,3,2,1,有,無,12200000,110437,,0.0,0,其他增建；,RPXOMLKKLHHGFEA77DA,96.17,0.0,7.63,無,
信義區,房地(土地+建物),臺北市信義區永吉路１８７巷３號四樓,15.36,商,,,1110114,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0701231,123.44,3,2,2,有,有,22700000,183895,,0.0,0,陽台外推；,RPTPMLOLLHHGFDA87DA,103.94,0.0,14.8,有,
松山區,房地(土地+建物)+車位,臺北市松山區健康路３２５巷２５弄１８號三樓,19.24,住,,,1110317,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100323,177.45,3,2,2,有,有,42836889,291995,坡道平面,41.02,3000000,政府機關標讓售；,RPOOMLPLLHHGFDA37DA,83.42,4.47,9.79,有,
松山區,房地(土地+建物),臺北市松山區民生東路五段１５３號八樓之１,6.73,商,,,1110214,土地1建物1車位0,八層,十五層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,0720129,77.36,2,2,1,有,有,19000000,245605,,0.0,0,陽台外推；,RPRQMLLLLHHGFDA47DA,59.36,0.0,6.09,有,176
信義區,房地(土地+建物),臺北市信義區信安街１０３巷８號四樓之３,26.97,住,,,1101029,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100618,54.099999999999994,1,1,1,有,有,15350000,283734,,0.0,0,,RPRPMLNLLHHGFDA57DA,28.91,2.73,3.12,有,
北投區,房地(土地+建物),臺北市北投區石牌路一段３９巷１４６號四樓之３,24.33,住,,,1070811,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,122.22,2,2,2,有,有,24000000,196367,,0.0,0,108年8月25日讓渡取得，交易總價2230萬預售屋、或土地及建物分件登記案件；,RPVQMLMLKHHGFEA97DA,70.92,0.0,7.65,有,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４６號六樓之３,24.35,住,,,1070716,土地1建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,166.92,3,2,2,有,有,24830000,185991,坡道平面,44.71,2100000,民國110年3月21日讓渡取得，交易總價2930萬元預售屋、或土地及建物分件登記案件；,RPWQMLMLKHHGFEA08DA,70.92,0.0,7.65,有,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號七樓之１,21.08,住,,,1070713,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,150.48000000000002,3,2,2,有,有,23840000,202704,坡道平面,44.71,2400000,111年1月15日夫妻讓渡取得1/2，交易總價不變預售屋、或土地及建物分件登記案件；,RPTRMLMLKHHGFEA87DA,64.27,0.0,3.73,有,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號七樓之２,12.54,住,,,1070828,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,107.63000000000001,2,2,1,有,有,14300000,193897,坡道平面,44.71,2100000,預售屋、或土地及建物分件登記案件；,RPURMLMLKHHGFEA97DA,37.25,0.0,3.2,有,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號三樓之３,24.35,住,,,1070925,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,166.92,2,2,2,有,有,24750000,184518,坡道平面,44.71,2200000,預售屋、或土地及建物分件登記案件；,RPWRMLMLKHHGFEA18DA,70.92,0.0,7.65,有,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號七樓之３,24.35,住,,,1070714,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,166.92,3,2,2,有,有,27360000,201784,坡道平面,44.71,2700000,預售屋、或土地及建物分件登記案件；,RPXRMLMLKHHGFEA28DA,70.92,0.0,7.65,有,
北投區,房地(土地+建物)+車位,臺北市北投區石牌路一段３９巷１４８號三樓,16.59,住,,,1070624,土地1建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,127.93,2,2,1,有,有,18410000,192382,坡道平面,44.71,2400000,預售屋、或土地及建物分件登記案件；,RPOSMLMLKHHGFEA47DA,50.13,0.0,3.37,有,
北投區,房地(土地+建物),臺北市北投區石牌路一段３９巷１４８號五樓之１,21.06,住,,,1070623,土地1建物1車位0,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101229,105.77000000000001,2,2,1,有,有,21100000,199489,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPSMLMLKHHGFEA57DA,64.27,0.0,3.73,有,
