鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
中壢區,房地(土地+建物),桃園市中壢區龍慈路８１號二樓,16.02,住,,,1090226,土地1建物1車位0,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,93.63,2,2,1,有,有,6688000,71430,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTSMLPKLHHGFBH68DA,55.56,0.0,6.87,有,
中壢區,房地(土地+建物),桃園市中壢區龍慈路８１號四樓,16.11,住,,,1090221,土地1建物1車位0,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.17,2,2,1,有,有,6696000,71105,,0.0,0,預售屋、或土地及建物分件登記案件；,RPUSMLPKLHHGFBH78DA,55.56,0.0,7.23,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７３號七樓,26.38,住,,,1071127,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10506000,71715,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPVSMLPKLHHGFBH88DA,76.89,0.0,7.95,有,
中壢區,房地(土地+建物),桃園市中壢區龍慈路７５號十二樓,16.11,住,,,1071211,土地1建物1車位0,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.17,2,2,1,有,有,6811000,72327,,0.0,0,預售屋、或土地及建物分件登記案件；,RPWSMLPKLHHGFBH98DA,55.56,0.0,7.23,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８７號八樓,20.71,住,,,1071228,土地1建物1車位1,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8157000,71993,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPOUMLOKLHHGFBH28DA,55.53,0.0,7.23,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路６７號十四樓,26.38,住,,,1071230,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,154.22,3,2,2,有,有,10585000,72336,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPPUMLOKLHHGFBH38DA,76.89,0.0,7.95,有,
中壢區,房地(土地+建物),桃園市中壢區龍慈路５９號十五樓,14.37,住,,,1091208,土地1建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,83.94999999999999,2,2,2,有,有,6151000,73270,,0.0,0,預售屋、或土地及建物分件登記案件；,RPQUMLOKLHHGFBH48DA,47.58,0.0,8.4,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７１號六樓,20.71,住,,,1071216,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8236000,71706,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPRUMLOKLHHGFBH58DA,55.53,0.0,7.23,有,
中壢區,房地(土地+建物),桃園市中壢區龍慈路５５號十一樓,18.64,住,,,1071225,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,108.97,2,2,2,有,有,7849000,72029,,0.0,0,預售屋、或土地及建物分件登記案件；,RPTUMLOKLHHGFBH78DA,64.02,0.0,8.64,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７７號十二樓,20.69,住,,,1071127,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8183000,72346,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPUUMLOKLHHGFBH88DA,55.46,0.0,7.23,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８７號五樓,20.71,住,,,1080514,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.1,2,2,1,有,有,8236000,71706,坡道平面,26.98,1487000,預售屋、或土地及建物分件登記案件；,RPVUMLOKLHHGFBH98DA,55.53,0.0,7.23,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７５號六樓,20.72,住,,,1080104,土地1建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.15,2,2,1,有,有,8139000,71764,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPWUMLOKLHHGFBH09DA,55.56,0.0,7.23,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路８３號九樓,27.31,住,,,1071205,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,159.5,3,2,2,有,有,11078000,72022,坡道平面,24.86,1381000,預售屋、或土地及建物分件登記案件；,RPXUMLOKLHHGFBH56DA,77.54,0.0,12.24,有,
中壢區,房地(土地+建物),桃園市中壢區龍慈路６９號十樓,16.1,住,,,1080313,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,94.12,2,2,1,有,有,6776000,71993,,0.0,0,預售屋、或土地及建物分件登記案件；,RPPVMLOKLHHGFBH48DA,55.53,0.0,7.23,有,
中壢區,房地(土地+建物)+車位,桃園市中壢區龍慈路７９號五樓,20.69,住,,,1080222,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1110112,121.0,2,2,1,有,有,8121000,71687,坡道平面,26.98,1381000,預售屋、或土地及建物分件登記案件；,RPPRMLPKLHHGFBH18DA,55.46,0.0,7.23,有,
中壢區,房地(土地+建物),桃園市中壢區松仁路１７３號,19.48,住,,,1101219,土地1建物1車位0,一層，見其他登記事項,十三層,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,1050219,102.49000000000001,0,0,2,有,有,12400000,120987,,0.0,0,夾層；,RPSRMLPKLHHGFBH48DA,63.33,0.0,5.84,有,
